subject_id,subject_id_ph1,z_no_trust,z_trust,z_no_answer,z_total_people,Invalid_Domain_or_Sender,Potent_Mal_Links,Spelling_or_Grammar,Appeal_to_Greed,Appeal_to_Urgency,Appeal_to_Authority,Other_Phishy_Findings,VeryTrustworthy,Trustworthy,Neither_Trust,Untrustworthy,VeryUntrustworthy,VeryAppealing,Appealing,NeitherAppealing,UnAppealing,VeryUnAppealing,malicious,SensitivityRate,VictimizationRate,FalsePositiveRate,SpecificityRate,url,maliciousness,Findings,Present Cue Types,Website Description,TrustWorthiness Rating,Visual Attractiveness Rating,response,BardSensitivityRate,BardVictimizationRate,BardFalsePositiveRate,BardSpecificityRate
52838241,52838241,12,2,1,14,7.0,0.0,0.0,1.0,4.0,10.0,9.0,0,2,0,6,6,1,2,2,6,3,True,0.8571428571428571,0.14285714285714285,,,https://panoptes-uploads.zooniverse.org/production/subject_location/5fa97502-99d3-44d3-b1df-f4f1526aeef0.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Potentially Malicious Link', 'Other Phishy Findings']","The webpage imitates the look of a document download page associated with Microsoft products. It features a file download button and lists details about the file. Additionally, there's a security badge claiming to be from Norton by Symantec.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender"",
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The webpage imitates the look of a document download page associated with Microsoft products. It features a file download button and lists details about the file. Additionally, there's a security badge claiming to be from Norton by Symantec."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52838242,52838242,14,1,0,15,9.0,0.0,1.0,0.0,9.0,4.0,4.0,0,0,2,5,8,0,5,4,3,3,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/a83aa4b9-020b-472a-a79a-7b8ea54dde1c.jpeg,True,Something's Phishy,"['Appeal to Action - Urgency', 'Other Phishy Findings']","The image shows a website with a dark background showing a forest.  There are three text boxes to enter an email address, a password, and a country. There is a button labeled ""Continue"". ",Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Appeal to Action - Urgency"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The image shows a website with a dark background showing a forest.  There are three text boxes to enter an email address, a password, and a country. There is a button labeled \""Continue\"". "",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",1.0,0.0,,
52838244,52838244,7,8,0,15,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0,1,8,5,1,0,3,7,3,2,True,0.4666666666666667,0.5333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/7f13e71e-3c79-455a-ba7f-44b1a9fdf8c4.jpeg,True,Nothing Phishy Here,[],This is a website for a blogging platform called Lockdown.,Neutral,Neutral,"{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""This is a website for a blogging platform called Lockdown."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
",0.0,1.0,,
52838245,52838245,14,0,1,14,6.0,0.0,1.0,1.0,5.0,4.0,8.0,0,1,0,9,4,0,1,2,8,3,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/53a4138c-a2b0-4c46-af0d-50dfbad16e86.jpeg,True,Something's Phishy,['Appeal to Action - Urgency'],"The image shows a website that is designed to look like a legitimate Adobe website. The website is asking for the user's email address to view a document. This is a common phishing tactic used to collect personal information from unsuspecting users. Once the user enters their email address, they will likely be redirected to a malicious website or have their information stolen.",Very Untrustworthy,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Appeal to Action - Urgency""
 ],
 ""Website Description"": ""The image shows a website that is designed to look like a legitimate Adobe website. The website is asking for the user's email address to view a document. This is a common phishing tactic used to collect personal information from unsuspecting users. Once the user enters their email address, they will likely be redirected to a malicious website or have their information stolen."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52838247,52838247,15,0,0,15,14.0,0.0,2.0,26.0,15.0,0.0,6.0,0,1,1,2,11,1,7,3,3,1,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/93b69a47-88dc-4607-b6e5-a0efaa418feb.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Poor Spelling or Grammar', 'Appeal to Action - Greed', 'Other Phishy Findings']","The image is of a phishing website disguised as ""Search Rewards"". It claims the user has made the 5-billionth search and offers a prize, using a suspicious URL and poorly-written English. ",Very Untrustworthy,Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender', 'Poor Spelling or Grammar', 'Appeal to Action - Greed', 'Other Phishy Findings']
Website Description: The image is of a phishing website disguised as ""Search Rewards"". It claims the user has made the 5-billionth search and offers a prize, using a suspicious URL and poorly-written English. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 

**Explanation:**

* **Invalid Domain or Sender:** The URL ""http://gmail.yabi.me/?i=1"" is highly suspicious. A legitimate rewards program from a search engine wouldn't use such a domain.
* **Poor Spelling or Grammar:** There are grammatical errors like ""You've made the 5-billionth search"" (should be 5 billionth).
* **Appeal to Action - Greed:** The promise of winning a prize for simply being the ""5-billionth searcher"" is a classic phishing lure. 
* **Other Phishy Findings:**  The overall design is rudimentary, lacking the polish of a genuine Google product. Additionally, the prize selection with generic trophy icons further adds to the suspicion.

**Visual Appeal:** The design is extremely basic and unappealing. The random colored squares at the top look unprofessional and out of place. The use of only text and simple icons doesn't inspire confidence or trust.  
",1.0,0.0,,
52838248,52838248,7,4,4,11,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,6,3,2,0,1,6,2,2,True,0.6363636363636364,0.36363636363636365,,,https://panoptes-uploads.zooniverse.org/production/subject_location/5b4e357f-8936-42f6-bfe5-1f4767fa5f43.jpeg,True,Nothing Phishy Here,[],"The image displays a website's login page, prompting users to enter their phone number or email address and password to proceed. The platform's logo is visible at the top, and there are options for registration and password recovery.",Neutral,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image displays a website's login page, prompting users to enter their phone number or email address and password to proceed. The platform's logo is visible at the top, and there are options for registration and password recovery.
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Neutral 
",0.0,1.0,,
52838250,52838250,3,11,1,14,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1,5,8,0,0,0,5,7,2,0,True,0.21428571428571427,0.7857142857142857,,,https://panoptes-uploads.zooniverse.org/production/subject_location/827bd3df-4a1b-46f3-90f3-9f65313b60e3.jpeg,True,Nothing Phishy Here,[],"This is a screenshot of a website landing page for CTA Media, a company that appears to specialize in media and marketing. The page features a blue color scheme and includes sections for ""Home,"" ""Who We Are,"" ""What We Do,"" ""Work,"" ""Resources,"" and ""Connect With Us.""",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website landing page for CTA Media, a company that appears to specialize in media and marketing. The page features a blue color scheme and includes sections for ""Home,"" ""Who We Are,"" ""What We Do,"" ""Work,"" ""Resources,"" and ""Connect With Us.""
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",0.0,1.0,,
52838251,52838251,14,0,1,14,16.0,0.0,1.0,2.0,2.0,4.0,11.0,0,1,3,3,7,1,2,8,1,2,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/754947ce-2d42-4b3b-ba5b-dc31e6879a88.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],The image shows a website with the Adobe logo and a login form to access a PDF document. The domain name in the address bar is suspicious and does not seem to be related to Adobe.,Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender""
 ],
 ""Website Description"": ""The image shows a website with the Adobe logo and a login form to access a PDF document. The domain name in the address bar is suspicious and does not seem to be related to Adobe."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",1.0,0.0,,
52838252,52838252,11,5,0,16,8.0,0.0,2.0,0.0,0.0,2.0,1.0,0,5,2,1,8,0,2,7,6,1,True,0.6875,0.3125,,,https://panoptes-uploads.zooniverse.org/production/subject_location/927f8e3a-e8c7-4af5-8a6a-c61a466c996d.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Potentially Malicious Link']","This appears to be a login page for H&R Block, but there are some red flags. The domain name is suspicious, and the URL is not the official H&R Block website. Be cautious about entering your login credentials on this page, as it could be a phishing attempt.",Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender"",
  ""Potentially Malicious Link""
 ],
 ""Website Description"": ""This appears to be a login page for H&R Block, but there are some red flags. The domain name is suspicious, and the URL is not the official H&R Block website. Be cautious about entering your login credentials on this page, as it could be a phishing attempt."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",1.0,0.0,,
52838254,52838254,8,6,1,14,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0,6,4,2,2,0,0,10,2,2,True,0.5714285714285714,0.42857142857142855,,,https://panoptes-uploads.zooniverse.org/production/subject_location/303790e6-80d6-4375-93b9-8ba37078d8db.jpeg,True,Something's Phishy,['Appeal to Action - Authority'],The website impersonates AT&T and Yahoo. It claims that the AT&T Yahoo Mail form is no longer accepting responses.,Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Appeal to Action - Authority""
 ],
 ""Website Description"": ""The website impersonates AT&T and Yahoo. It claims that the AT&T Yahoo Mail form is no longer accepting responses."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",1.0,0.0,,
52838256,52838256,10,5,0,15,6.0,0.0,4.0,1.0,0.0,0.0,9.0,0,2,4,5,4,0,1,6,7,1,True,0.6666666666666666,0.3333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/7e1b468b-7155-4140-bd75-8c20cab6a1ef.jpeg,True,Something's Phishy,"['Appeal to Action - Authority', 'Invalid Domain or Sender']","The image is of what appears to be an AT&T login page. However, there are some red flags that suggest this could be a phishing attempt. First, the URL in the address bar is a Google Forms link. Legitimate companies like AT&T would not host their login pages on a third-party site like Google Forms. Second, the design of the page is very simple and generic. It lacks the usual branding and security features that you would expect to see on a genuine AT&T login page.",Very Untrustworthy,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Appeal to Action - Authority"",
  ""Invalid Domain or Sender""
 ],
 ""Website Description"": ""The image is of what appears to be an AT&T login page. However, there are some red flags that suggest this could be a phishing attempt. First, the URL in the address bar is a Google Forms link. Legitimate companies like AT&T would not host their login pages on a third-party site like Google Forms. Second, the design of the page is very simple and generic. It lacks the usual branding and security features that you would expect to see on a genuine AT&T login page."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}",1.0,0.0,,
52838258,52838258,12,2,1,14,12.0,0.0,0.0,0.0,0.0,1.0,7.0,0,2,1,3,8,0,4,1,5,4,True,0.8571428571428571,0.14285714285714285,,,https://panoptes-uploads.zooniverse.org/production/subject_location/9dab6e4c-4ef8-4bd7-9e76-c132d2e68692.jpeg,True,Nothing Phishy Here,[],"This image showcases a possible design for the luxury brand Louis Vuitton's website. It features a collage of model images showcasing Louis Vuitton handbags at the top, a menu bar, a currency selection option, and two Louis Vuitton handbags at the bottom.",Neutral,Visually Attractive or Appealing,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This image showcases a possible design for the luxury brand Louis Vuitton's website. It features a collage of model images showcasing Louis Vuitton handbags at the top, a menu bar, a currency selection option, and two Louis Vuitton handbags at the bottom."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}",0.0,1.0,,
52838260,52838260,11,3,1,14,17.0,0.0,8.0,0.0,0.0,0.0,2.0,0,2,3,7,2,0,4,2,6,2,True,0.7857142857142857,0.21428571428571427,,,https://panoptes-uploads.zooniverse.org/production/subject_location/730f6416-809e-4c77-93f9-57ade9becffb.jpeg,True,Something's Phishy,['Poor Spelling or Grammar'],"The website claims to be an e-commerce platform focused on online marketing. However, the text on the website contains grammatical errors, which is a red flag for a potentially phishy website. ",Very Untrustworthy,Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Poor Spelling or Grammar']
Website Description: The website claims to be an e-commerce platform focused on online marketing. However, the text on the website contains grammatical errors, which is a red flag for a potentially phishy website. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 

Explanation:
The ""About Us"" section is riddled with grammatical errors, making it seem unprofessional and raising suspicion. Legitimate businesses usually ensure their websites are grammatically correct, especially in important sections like ""About Us."" 
",1.0,0.0,,
52838261,52838261,9,7,1,16,4.0,0.0,21.0,0.0,0.0,0.0,2.0,0,5,3,7,1,1,7,4,2,2,True,0.5625,0.4375,,,https://panoptes-uploads.zooniverse.org/production/subject_location/8e5aa367-5654-442a-9ef6-190035f3b76b.jpeg,True,Nothing Phishy Here,[],"The image shows a website for a digital marketing agency. The website has information about logo design, digital marketing services, and SEO.",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a website for a digital marketing agency. The website has information about logo design, digital marketing services, and SEO.
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",0.0,1.0,,
52838263,52838263,8,6,1,14,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0,2,4,7,1,1,0,4,4,5,True,0.5714285714285714,0.42857142857142855,,,https://panoptes-uploads.zooniverse.org/production/subject_location/77a4c428-1c7c-4c4a-9a55-261beeab17b8.jpeg,True,Nothing Phishy Here,[],"The image shows a website for a product called RSMultibox. The website features a blurred image of a game, potentially RuneScape, and text that reads ""Get RSMultibox.""",Neutral,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""The image shows a website for a product called RSMultibox. The website features a blurred image of a game, potentially RuneScape, and text that reads \""Get RSMultibox.\"""",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
",0.0,1.0,,
52838264,52838264,14,1,0,15,9.0,0.0,2.0,3.0,8.0,4.0,11.0,0,2,2,6,5,0,4,2,7,2,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/1d639e89-c3c3-4c06-80d8-7a2f0dbc7a58.jpeg,True,Something's Phishy,"['Appeal to Action - Greed ', 'Appeal to Action - Urgency ', 'Appeal to Action - Authority', 'Other Phishy Findings']","The website claims to have a breakthrough topical solution that naturally removes skin tags & moles. It uses images of the product and testimonials to promote its effectiveness. It also uses a sense of urgency by saying ""Limited Stock"" and ""Free Next day Shipping"".",Very Untrustworthy,Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Appeal to Action - Greed ', 'Appeal to Action - Urgency ', 'Appeal to Action - Authority', 'Other Phishy Findings']
Website Description: The website claims to have a breakthrough topical solution that naturally removes skin tags & moles. It uses images of the product and testimonials to promote its effectiveness. It also uses a sense of urgency by saying ""Limited Stock"" and ""Free Next day Shipping"".
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 

**Explanation:**

* **Appeal to Greed & Urgency:** The headline ""Largest Deal In Dragons Den History"" aims to create a sense of excitement and exclusivity. The ""Limited Stock!"" and ""FREE Next day Shipping"" banners further contribute to a pressured purchasing environment, common tactics in phishing attempts to encourage impulsive decisions. 
* **Appeal to Authority:** Using logos like ""BBC NEWS"" and ""DERMATOLOGY & laser surgery center"", along with ""As Seen On TV"" and ""Dermatologist Tested"" badges are attempts to lend credibility and appear trustworthy. These are easily faked and often used in phishing schemes.
* **Other Phishy Findings:** The testimonial mentions a product named ""DermaCorrect"" which is not explicitly mentioned elsewhere in the ad. This discrepancy raises suspicion. The overall design appears cluttered and uses an excessive amount of attention-grabbing elements, a common tactic to distract from a lack of genuine content.
* **Unattractive Design:**  The website uses a lot of different fonts and colors which makes it look very busy and overwhelming. The overall design is cluttered and unprofessional. 

**In conclusion:** This website exhibits several red flags common to phishing attempts. The exaggerated claims, misuse of authority symbols, and pressure tactics all suggest a deceptive intention. It is highly likely a scam. 
",1.0,0.0,,
52838266,52838266,12,1,2,13,8.0,0.0,10.0,0.0,0.0,0.0,8.0,0,2,1,7,3,0,1,6,4,2,True,0.9230769230769231,0.07692307692307693,,,https://panoptes-uploads.zooniverse.org/production/subject_location/e8c8fda4-dc82-41c1-be44-6dffc5eeaf96.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Other Phishy Findings']","The screenshot is of a fraudulent website disguised as an Earthlink billing page.  It asks for the user's credit card number, expiration date, CSV, full name, address, home telephone number, state/province, ZIP code, country, social security number, mother's maiden name, date of birth, and email address.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The screenshot is of a fraudulent website disguised as an Earthlink billing page.  It asks for the user's credit card number, expiration date, CSV, full name, address, home telephone number, state/province, ZIP code, country, social security number, mother's maiden name, date of birth, and email address."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52838267,52838267,10,4,1,14,4.0,0.0,15.0,0.0,0.0,0.0,5.0,0,3,1,8,2,0,3,7,3,1,True,0.7142857142857143,0.2857142857142857,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d2ea7c17-9a1a-46ad-8ebb-e48130e376ea.jpeg,True,Nothing Phishy Here,[],"This webpage is about AOL Help. It introduces what AOL is, its background information, some common problems faced by AOL users and provides phone number, official website and other ways for help.",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This webpage is about AOL Help. It introduces what AOL is, its background information, some common problems faced by AOL users and provides phone number, official website and other ways for help.
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",0.0,1.0,,
52838268,52838268,12,3,0,15,10.0,0.0,42.0,0.0,0.0,1.0,6.0,0,4,1,5,5,0,2,8,4,1,True,0.8,0.2,,,https://panoptes-uploads.zooniverse.org/production/subject_location/ffaa39cf-dcaf-40fc-96f7-0aed93ab2921.jpeg,True,Something's Phishy,['Potentially Malicious Link'],The website claims to be an official contact page for AOL customer support and provides a toll-free phone number and a link to their website. It also lists common AOL email problems.,Very Untrustworthy,Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Potentially Malicious Link']
Website Description: The website claims to be an official contact page for AOL customer support and provides a toll-free phone number and a link to their website. It also lists common AOL email problems.
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing

**Explanation:**

The phone number provided is a common tactic used by scammers to mislead users. It is  not associated with the real AOL. Additionally, the website URL ""contactaolhelp.com"" is suspicious and not an official AOL domain. 

**Phishing Indicators:**

* **Potentially Malicious Link:** The website URL is not a legitimate AOL domain. 
* **Misleading Information:**  AOL users searching for support might be tricked into believing this is a legitimate contact page.

**Design and Attractiveness:**

The website's design is very basic and lacks the visual polish of a genuine company website.  Legitimate companies invest in professional web design to build trust with their customers.  

**Always exercise caution when encountering websites offering technical support or requesting personal information. Verify contact information directly from official sources.** 
",1.0,0.0,,
52838270,52838270,8,7,0,15,7.0,0.0,3.0,1.0,0.0,1.0,1.0,0,8,1,3,3,0,4,8,2,1,True,0.5333333333333333,0.4666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/71406ff8-90a0-4257-a475-819f3f5b937d.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],"The image appears to be a mobile service provider's website, prompting the user to enter their mobile number. It uses a dark theme and minimal design. ",Very Untrustworthy,Neutral,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender']
Website Description: The image appears to be a mobile service provider's website, prompting the user to enter their mobile number. It uses a dark theme and minimal design. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Neutral

**Explanation:**

* **Invalid Domain:** The domain ""secure-resolveproblem.com"" is highly suspicious for a mobile service provider. This is a major red flag. Legitimate companies use domains that clearly reflect their brand. 

* **Generic Phrasing:** The website's text (""Let's get started. What's your mobile number?"") is very generic and could apply to numerous services, which is a common tactic used by phishing sites. 

**Visual Appeal:**

The site's design itself isn't terrible, employing a clean and modern aesthetic. However, the suspicious domain name completely overshadows any positive aspects of the visual design. 

**Important Note:**  Always be cautious about entering personal information on websites with questionable URLs.  
",1.0,0.0,,
52838271,52838271,12,3,0,15,10.0,0.0,3.0,0.0,0.0,2.0,1.0,1,4,4,6,0,1,4,8,1,1,True,0.8,0.2,,,https://panoptes-uploads.zooniverse.org/production/subject_location/130e16b5-72ea-46f1-8c88-775f23c639d8.jpeg,True,Nothing Phishy Here,[],This is the login page for Cogeco Webmail.,Trustworthy,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This is the login page for Cogeco Webmail."",
 ""TrustWorthiness Rating"": ""Trustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",0.0,1.0,,
52838272,52838272,14,2,0,16,13.0,0.0,6.0,0.0,0.0,5.0,5.0,0,2,3,6,5,0,1,6,5,4,True,0.875,0.125,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d7e4660b-2c42-4764-96f3-4d5192c9e786.jpeg,True,Something's Phishy,"['Potentially Malicious Link', 'Other Phishy Findings']","The website is a phishing attempt, trying to impersonate an AT&T login page. It uses Google Forms to mimic the login form, which is highly suspicious.  The generic prompt ""Sign in Mail to continue using..."" is vague and doesn't specify what service requires login. The URL in the address bar is a Google Forms link, not AT&T's official website. ",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The website is a phishing attempt, trying to impersonate an AT&T login page. It uses Google Forms to mimic the login form, which is highly suspicious.  The generic prompt \""Sign in Mail to continue using...\"" is vague and doesn't specify what service requires login. The URL in the address bar is a Google Forms link, not AT&T's official website. "",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52838274,52838274,14,1,0,15,11.0,0.0,10.0,0.0,0.0,1.0,4.0,0,1,1,8,5,0,1,6,8,0,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/c2fd4f04-97b2-4064-94b7-8e77b4c125c8.jpeg,True,Something's Phishy,"['Potentially Malicious Link', 'Other Phishy Findings']","The image is of a login screen, likely a phishing attempt, for an AT&T email account.  The design and layout of the login screen look extremely basic for an official company page, the color scheme and fonts used don't match AT&T brand style guide and there are no logos of AT&T. The page also asks for both email and password, which is unusual for the first step of a login process. The URL  also doesn't look like an AT&T domain.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The image is of a login screen, likely a phishing attempt, for an AT&T email account.  The design and layout of the login screen look extremely basic for an official company page, the color scheme and fonts used don't match AT&T brand style guide and there are no logos of AT&T. The page also asks for both email and password, which is unusual for the first step of a login process. The URL  also doesn't look like an AT&T domain."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}",1.0,0.0,,
52838275,52838275,15,0,0,15,15.0,0.0,10.0,4.0,0.0,0.0,17.0,1,0,1,4,9,0,0,1,3,11,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/c709e9d5-d309-47d8-bc05-1b28e8ced3de.jpeg,True,Something's Phishy,['Other Phishy Findings'],The image is a screenshot of a webpage that appears to be designed to steal credit card information. ,Very Untrustworthy,Very Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Other Phishy Findings']
Website Description: The image is a screenshot of a webpage that appears to be designed to steal credit card information. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Very Visually Unattractive or Unappealing
",1.0,0.0,,
52838276,52838276,14,1,0,15,12.0,0.0,3.0,0.0,1.0,1.0,2.0,1,2,2,10,0,0,2,5,6,2,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/2ac31e1f-2639-4ef4-aa22-4efdc5d9b4d6.jpeg,True,Nothing Phishy Here,[],This is a login page for Saint Joseph Integrated Technical College.,Neutral,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This is a login page for Saint Joseph Integrated Technical College."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}",0.0,1.0,,
52838278,52838278,15,0,0,15,9.0,0.0,2.0,0.0,0.0,0.0,4.0,2,3,1,4,5,4,7,3,1,0,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/6ba9d4c1-ba14-4e84-85a3-2016a6150736.jpeg,True,Nothing Phishy Here,[],"The image is a screenshot of the Amazon homepage. It shows a banner announcing that Amazon ships internationally, and a selection of product categories.",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here.
Present Cue Types: []
Website Description: The image is a screenshot of the Amazon homepage. It shows a banner announcing that Amazon ships internationally, and a selection of product categories.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",0.0,1.0,,
52838279,52838279,14,1,0,15,13.0,0.0,1.0,0.0,2.0,2.0,3.0,3,4,2,5,1,6,6,3,0,0,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/a8de3af4-935a-4641-9570-968fbdde4db8.jpeg,True,Nothing Phishy Here,[],This is a screenshot of an amazon.com page.,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of an amazon.com page.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",0.0,1.0,,
